id_producto,nombre,precio,numero_cajas,categoria
1057,BESTÅ / EKET,1262400,5,living
1058,EKET,100000,4,living
1059,EKET,307200,3,living
106,FRIHETEN,1476800,5,dormitorio
1060,IDÅSEN,1000000,2,living
1061,SULARP,36400,2,living
1062,VASSVIKEN,80000,5,living
1063,LIXHULT,816000,1,living
1064,LIXHULT,229600,2,living
1065,HAVSTA,1832000,4,living
1066,HAVSTA,80000,3,living
1067,GALANT,1816000,2,living
1068,BAGGANÄS,28000,4,living
1069,HISHULT,28000,4,living
107,VITVAL,236000,2,dormitorio
1070,BILLSBRO,12000,5,living
1071,BESTÅ,12000,3,living
1072,HACKÅS,13600,1,living
