id_producto,nombre,precio,numero_cajas,categoria
1073,MALSJÖ,1020800,3,living
1074,HANVIKEN,80000,1,living
1075,MOSSARYD,23200,2,living
1076,ÖSTERNÄS,56000,3,living
1077,BESTÅ,712000,1,living
1078,EKET,111200,4,living
1079,BESTÅ,1080000,5,living
108,LURÖY,80000,2,dormitorio
1080,BEKANT,751200,4,living
1081,BEKANT,1080000,3,living
1082,TIMMERVIKEN,48000,5,living
1083,EKET,168000,1,living
1084,HAVSTA,1788000,3,living
1085,VASSVIKEN,120000,2,living
1086,BESTÅ,2108000,4,living
1087,EKET,621600,2,living
1088,UPPLEVA,159200,3,living
1089,NOTVIKEN,92000,2,living
109,SNIGLAR,236000,4,dormitorio
1090,BEKANT,884000,4,living
1091,BILLSBRO,39200,4,living
1092,GALANT,2512000,5,living
1093,HANVIKEN,40000,1,living
1094,GALANT,2592000,3,living
1095,NORRÅKER,236000,1,living
1096,NORRÅKER,116000,4,living
1097,NORRÅKER,476800,3,living
1098,STENSELE,360000,1,living
1099,STENSELE,360000,5,living
11,INGOLF,316000,3,living
110,HEMNES,916000,4,dormitorio
1100,NORRÅKER / NORRÅKER,1108000,1,living
1101,NORRÅKER,316000,2,living
1102,NORRÅKER,380800,1,living
1103,JANINGE,476000,5,living
1104,STENSELE,440000,3,living
1105,LEIFARNE,220000,2,living
1106,STENSELE / RÖNNINGE,912000,2,living
1107,JANINGE,144000,3,living
1108,NORRARYD,316000,1,living
1109,RÖNNINGE,276000,5,living
111,HEMNES,1196000,5,dormitorio
1110,YNGVAR,319200,2,living
1111,STENSELE / RÖNNINGE,912000,3,living
1112,JANINGE,180000,2,living
1113,NORRÅKER / NORRARYD,1108000,1,living
1114,JANINGE,476000,4,living
1115,STENSELE / NORRARYD,1072000,5,living
1116,SVENBERTIL,220000,5,living
1117,YNGVAR,316000,3,living
1118,YNGVAR,380000,2,living
1119,LEIFARNE,220000,3,living
112,MALM,436000,3,dormitorio
1120,JANINGE,180000,1,living
1121,MELLTORP / ADDE,143200,1,living
1122,MALINDA,20000,2,living
1123,BINGSTA,476000,2,living
1124,SKRUVSTA,436000,3,living
1125,LOBERGET / BLYSKÄR,124000,3,living
1126,STRANDMON,796000,3,living
1127,RENBERGET,140000,5,living
1128,SNILLE,100000,2,living
1129,PELLO,156000,1,living
113,SLÄKT,496000,5,dormitorio
1130,MILLBERGET,280000,3,living
1131,FANBYN,236000,2,living
1132,FLINTAN / NOMINELL,296000,5,living
1133,EKOLSUND,1116000,3,living
1134,NILSOVE,316000,3,living
1135,AGEN,196000,2,living
1136,ADDE,32000,1,living
1137,SKÅLBERG / SPORREN,152000,3,living
1138,MARIUS,20000,5,living
1139,MOLTE,55200,2,living
114,DELAKTIG,1756000,2,dormitorio
1140,GUNDE,24000,2,living
1141,ÖRFJÄLL,156000,5,living
1142,NOLMYRA,140000,1,living
1143,LÅNGFJÄLL,556000,4,living
1144,STRANDMON,396000,3,living
1145,GRÖNADAL,636000,5,living
1146,INGOLF,156000,2,living
1147,KARLJAN,100000,1,living
1148,BLECKBERGET,200000,2,living
1149,REMSTA,636000,2,living
115,STUVA,1380000,3,dormitorio
1150,STOCKSUND,796000,3,living
1151,INGOLF,140000,1,living
1152,FLINTAN,196000,1,living
1153,IKEA PS GULLHOLMEN,236000,5,living
1154,MARKUS,636000,3,living
1155,BEKVÄM,47200,3,living
1156,MELLTORP / ADDE,287200,4,living
1157,TOSSBERG,396000,4,living
1158,SAKARIAS,40000,4,living
1159,KYRRE,48000,1,living
116,LAUVIK,1940000,2,dormitorio
1160,TEODORES,76000,2,living
1161,BUSKBO,540000,4,living
1162,JOKKMOKK,63360,2,living
1163,FANBYN,220000,4,living
1164,NORRÅKER,236000,5,living
1165,LEIFARNE,248000,2,living
1166,ODGER,316000,2,living
1167,TOBIAS,276000,2,living
1168,TULLSTA,436000,2,living
1169,STIG,55200,4,living
117,VIMLE,1120000,5,dormitorio
1170,ÖRFJÄLL,156000,1,living
1171,VEDBO,780000,4,living
1172,HARRY,159200,4,living
1173,IKEA PS LÖMSK,276000,1,living
1174,LOBERGET / SIBBEN,76000,4,living
1175,ÖRFJÄLL,156000,4,living
1176,POÄNG,143200,2,living
1177,JOKKMOKK,439200,5,living
1178,MARIUS,20000,3,living
1179,POÄNG,632000,2,living
118,KONGSFJORD,6840800,1,dormitorio
1180,LEIFARNE,196000,1,living
1181,MALINDA,20000,3,living
1182,SÖDERHAMN,880000,3,living
1183,MACKAPÄR,236000,5,living
1184,NILSOVE / NORNA,339200,4,living
1185,ALEFJÄLL,1036000,2,living
1186,EKTORP,540000,5,living
1187,LEIFARNE,156000,5,living
1188,STEFAN,68000,2,living
1189,ODGER,141600,2,living
119,NYHAMN,1176000,2,dormitorio
1190,GUNDE,24000,1,living
1191,NISSE,39200,5,living
1192,MALINDA,20000,3,living
1193,ANTILOP,12800,2,living
1194,EKERÖ,556000,3,living
1195,HATTEFJÄLL,1036000,5,living
1196,BÖRJE,140000,4,living
1197,DAGOTTO,55200,2,living
1198,JÄRVFJÄLLET,756000,5,living
1199,KARLJAN,100000,3,living
12,NORRARYD,316000,5,living
120,NYHAMN,360000,2,dormitorio
1200,RÅDVIKEN,540000,2,living
1201,HENRIKSDAL,236000,4,living
1202,GRÖNLID,1516000,1,living
1203,MARTIN,79200,5,living
1204,HEMNES,396000,1,living
1205,LERHAMN,471200,3,living
1206,LÅNGFJÄLL,476000,5,living
1207,SAKARIAS,516000,2,living
1208,BALTSAR,476000,4,living
1209,BERTIL,15200,5,living
121,SLÄKT,1116000,4,dormitorio
1210,BINGSTA,556000,3,living
1211,ULRIKSBERG,356000,3,living
1212,FÖRSIKTIG,12000,5,living
1213,JUSTINA,15200,3,living
1214,INGOLF,276000,3,living
1215,SAKARIAS,180000,3,living
1216,KOARP,660000,1,living
1217,MAMMUT,23200,5,living
1218,TÄRENDÖ / ADDE,228000,5,living
1219,LÅNGFJÄLL,516000,4,living
122,ASKEBY,796000,5,dormitorio
1220,NILSERIK,156000,4,living
1221,BERTIL,9120,4,living
1222,LILLHÖJDEN,316000,3,living
1223,DALFRED,156000,4,living
1224,MARKERAD,261600,4,living
1225,SAKARIAS,76000,3,living
1226,JULES,204000,2,living
1227,POÄNG,143200,4,living
1228,SVENBERTIL,196000,4,living
1229,STOCKSUND,1356000,1,living
123,BRIMNES,176000,4,dormitorio
1230,VIPPÄRT,23200,4,living
1231,ÖRFJÄLL,180000,3,living
1232,BENARP,1196000,3,living
1233,FRANKLIN,103200,2,living
1234,MARIUS,20000,5,living
1235,HENRIKSDAL,40000,2,living
1236,NISSE,39200,5,living
1237,SKOGSTORP,636000,3,living
1238,FJÄLLBERGET,796000,3,living
1239,ANTILOP,88000,3,living
124,SUNDVIK,679200,5,dormitorio
1240,JUSTINA,15200,2,living
1241,VIMUND,239200,1,living
1242,KULLABERG,176000,5,living
1243,LIDHULT,1436000,2,living
1244,BEKVÄM,116000,2,living
1245,TERJE,63200,2,living
1246,RÖNNINGE,276000,1,living
1247,LANGUR,40000,2,living
1248,KULLABERG,140000,4,living
1249,LIDKULLEN,280000,1,living
125,MALM,1276000,4,dormitorio
1250,HENRIKSDAL,236000,3,living
1251,LÅNGFJÄLL,636000,1,living
1252,MELLTORP / TEODORES,231200,4,living
1253,STUVA / FRITIDS,316000,2,living
1254,SUNNEA,17600,2,living
1255,ÖRFJÄLL,180000,5,living
1256,EKENÄS,796000,5,living
1257,LERHAMN,116000,5,living
1258,EKEDALEN,180000,1,living
1259,LEIFARNE,80000,1,living
126,HEMNES,1748000,5,dormitorio
1260,BOLMEN,17600,5,living
1261,POÄNG,477600,5,living
1262,BUSKBO,460000,5,living
1263,MELLTORP / TEODORES,463200,5,living
1264,BUSSAN,420000,5,living
1265,POÄNG,340000,1,living
1266,LEIFARNE,156000,5,living
1267,HAVSTEN,860000,2,living
1268,SÖDERHAMN,1140000,1,living
1269,VEDBO,1076000,4,living
127,SOLGUL,316000,1,dormitorio
1270,MELLTORP / NILSOVE,711200,5,living
1271,LEIFARNE,80000,4,living
1272,MALINDA,20000,3,living
1273,HEMNES,236000,2,living
1274,BEKVÄM,79200,4,living
1275,VIPPÄRT,23200,4,living
1276,SUNNEA,17600,4,living
1277,ÖRFJÄLL,180000,1,living
1278,ÖRFJÄLL,180000,2,living
1279,HENRIKSDAL,180000,4,living
128,MYDAL,636000,1,dormitorio
1280,SVENARNE,636000,1,living
1281,SAKARIAS,140000,4,living
1282,JÄRVFJÄLLET,676000,1,living
1283,POÄNG,36000,3,living
1284,LÅNGFJÄLL,556000,5,living
1285,FANBYN,120000,1,living
1286,INGATORP / INGOLF,1380000,3,living
1287,VILTO,45600,3,living
1288,UTTER,20000,2,living
1289,MELLTORP / MARIUS,119200,1,living
129,NORDLI,1276000,1,dormitorio
1290,SAKARIAS,76000,1,living
1291,ANTILOP,20000,1,living
1292,DJUPVIK,80000,3,living
1293,HILLARED,28000,1,living
1294,FRANKLIN,119200,3,living
1295,ODDBJÖRG,22400,4,living
1296,LÅNGFJÄLL,596000,3,living
1297,SVENBERTIL,156000,5,living
1298,LEIFARNE,80000,5,living
1299,NORRARYD,208000,3,living
13,FREKVENS,141600,2,living
130,VIKARE,76000,3,dormitorio
1300,EKEDALEN,276000,5,living
1301,DELAKTIG,1200000,3,living
1302,MÖRBYLÅNGA / ODGER,2780000,4,living
1303,KARLHUGO,476000,4,living
1304,VALLENTUNA,1558400,1,living
1305,JUSTINA,15200,2,living
1306,ELSEBET,31200,1,living
1307,HERDIS,15200,2,living
1308,KULLABERG,176000,1,living
1309,HENRIKSDAL,32000,2,living
131,DELAKTIG,476000,5,dormitorio
1310,HATTEFJÄLL,1156000,3,living
1311,NORDKISA,276000,5,living
1312,GRÖNLID,796000,2,living
1313,LÅNGFJÄLL,436000,2,living
1314,VALLENTUNA,1174400,3,living
1315,LÅNGFJÄLL,516000,3,living
1316,LEIFARNE,220000,4,living
1317,MAMMUT,23200,5,living
1318,ANTILOP,16000,2,living
1319,NORDMELA,508800,4,living
132,TUFFING,516000,4,dormitorio
1320,CILLA,17600,3,living
1321,BÖRJE,140000,5,living
1322,GISTAD,756000,2,living
1323,POÄNG,305600,4,living
1324,LÅNGFJÄLL,80000,1,living
1325,EKEDALEN,180000,1,living
1326,MÖRBYLÅNGA / BALTSAR,4852000,5,living
1327,LANDSKRONA,1596000,5,living
1328,DELAKTIG,1880000,5,living
1329,LANDSKRONA,2000000,5,living
133,VALLENTUNA,1478400,1,dormitorio
1330,NORDVIKEN,180000,3,living
1331,NORRÅKER,316000,4,living
1332,FANBYN,116000,5,living
1333,MARTIN,27200,1,living
1334,KORNSJÖ,300000,3,living
1335,LERHAMN,783200,5,living
1336,MELLTORP / TEODORES,463200,3,living
1337,BEKVÄM,79200,4,living
1338,STRÅFLY,12000,3,living
1339,TRANARÖ,76000,4,living
134,VITVAL,160000,4,dormitorio
1340,MELLTORP / NISSE,157600,3,living
1341,FRANKLIN,103200,5,living
1342,GAMLARED / STEFAN,452000,5,living
1343,AGAM,156000,5,living
1344,MUREN,1116000,2,living
1345,LEIFARNE,156000,5,living
1346,HENRIKSDAL,236000,2,living
1347,HENRIKSDAL,556000,2,living
1348,LISABO / LEIFARNE,1340000,3,living
1349,NORRARYD,208000,1,living
135,PLATSA,1845600,2,dormitorio
1350,GAMLEBY,1980000,3,living
1351,EKEDALEN / HENRIKSDAL,2212000,2,living
1352,IKEA PS 2012 / JANINGE,1436000,1,living
1353,MÖCKELBY / FANBYN,3316000,4,living
1354,VIMLE,1360000,5,living
1355,MÖRBYLÅNGA / BALTSAR,3740000,2,living
1356,BORTBERG,39200,4,living
1357,ANTILOP,68000,4,living
1358,TÄRENDÖ / GUNDE,196000,5,living
1359,JUSTINA,15200,2,living
136,PLATSA,956000,4,dormitorio
1360,AGAM,156000,2,living
1361,JANINGE,144000,4,living
1362,NORNA,23200,3,living
1363,LERHAMN,116000,1,living
1364,FREKVENS,141600,1,living
1365,INGOLF,316000,1,living
1366,EKEDALEN / EKEDALEN,1876000,5,living
1367,GAMLARED / LERHAMN,548000,1,living
1368,HAVSTEN,976000,2,living
1369,IKEA PS 2012 / TEODORES,868000,5,living
137,PLATSA,2671200,1,dormitorio
1370,RÅSKOG,67200,4,living
1371,HENRIKSDAL,56000,4,living
1372,EKEDALEN / EKEDALEN,1356000,4,living
1373,RÅSKOG,67200,1,living
1374,BRORINGE,76000,4,living
1375,NOMINELL,100000,2,living
1376,YNGVAR,380000,5,living
1377,YPPERLIG / NILSOVE,2060000,4,living
1378,LISABO / ODGER,1500000,5,living
1379,LANGUR,88000,1,living
138,VITVAL,1272000,2,dormitorio
1380,LEIFARNE,220000,2,living
1381,EKEDALEN / BERNHARD,4372000,4,living
1382,INGATORP / INGOLF,2092000,5,living
1383,EKEDALEN,316000,5,living
1384,SAKARIAS,76000,1,living
1385,ÖVRARYD / JANINGE,1228000,5,living
1386,KOLON,120000,3,living
1387,ANTILOP,16000,5,living
1388,FRANKLIN,119200,3,living
1389,FLISAT,71200,1,living
139,BUSUNGE,636000,3,dormitorio
1390,LANGUR,44000,2,living
1391,VEDBO,556000,1,living
1392,INGATORP,356000,1,living
1393,LANGUR,320000,4,living
1394,INGOLF,176000,4,living
1395,MÄSTERBY,116000,5,living
1396,VATTVIKEN,796000,4,living
1397,JANINGE,476000,1,living
1398,HATTEFJÄLL,836000,3,living
1399,VEBERÖD,261600,3,living
14,EKEDALEN,276000,5,living
140,NYHAMN,480000,5,dormitorio
1400,LANEBERG / EKEDALEN,1276000,5,living
1401,EKEDALEN / EKEDALEN,1876000,2,living
1402,STOLJAN,176000,4,living
1403,NORDEN / RÅSKOG,853600,4,living
1404,EKEDALEN / EKEDALEN,1900000,2,living
1405,LANGUR,28000,4,living
1406,HATTEFJÄLL,1036000,4,living
1407,SKOGSTA / NORRARYD,2844000,2,living
1408,INGATORP / INGOLF,1380000,2,living
1409,HENRIKSDAL,56000,5,living
141,BRIMNES,876000,3,dormitorio
1410,JÄRVFJÄLLET,120000,4,living
1411,SVENBERTIL,248000,1,living
1412,EKERÖ,636000,3,living
1413,TROLLBERGET,396000,2,living
1414,POÄNG,968000,1,living
1415,LIDHULT,2000000,3,living
1416,SVENBERTIL,80000,5,living
1417,INGATORP / HENRIKSDAL,2100000,4,living
1418,HENRIKSDAL,236000,2,living
1419,MÖRBYLÅNGA / VOLFGANG,3796000,2,living
142,SONGESAND,996000,1,dormitorio
1420,LISABO / SVENBERTIL,1340000,2,living
1421,LANDSKRONA,1116000,4,living
1422,MELLTORP / JANINGE,735200,4,living
1423,POÄNG,968000,4,living
1424,BRORINGE,76000,4,living
1425,HEMNES,316000,4,living
1426,MÖRBYLÅNGA / BERNHARD,5572000,3,living
1427,TORSBY / BERNHARD,3100000,2,living
1428,LISABO / ODGER,1500000,3,living
1429,RYDEBÄCK/BACKARYD / JANINGE,972000,1,living
143,LAUVIK,1716800,5,dormitorio
1430,LIDHULT,2425600,3,living
1431,KIVIK,1040000,4,living
1432,YNGVAR,316000,5,living
1433,TORSBY / VOLFGANG,1916000,4,living
1434,NORDVIKEN,220000,3,living
1435,NORDVIKEN / RÖNNINGE,2300000,2,living
1436,FUSION,956800,3,living
1437,LERHAMN,783200,2,living
1438,BEKVÄM,156000,1,living
1439,MELLTORP / NISSE,237600,4,living
144,SLÄKT,1008000,2,dormitorio
1440,EKEDALEN / EKEDALEN,1356000,2,living
1441,NORBERG / NISSE,259200,2,living
1442,TROGEN,71200,1,living
1443,FLISAT,111200,3,living
1444,RÅSKOG,140000,1,living
1445,NISSE,79200,2,living
1446,MELLTORP / TEODORES,399200,3,living
1447,HILLARED,28000,5,living
1448,LERHAMN,471200,1,living
1449,EKEDALEN / EKEDALEN,1356000,3,living
145,SVÄRTA,716000,3,dormitorio
1450,HENRIKSDAL,56000,4,living
1451,EKEDALEN,276000,1,living
1452,EKEDALEN,180000,5,living
1453,MELLTORP / MARIUS,239200,5,living
1454,STUVA / FÖLJA,308000,3,living
1455,POÄNG,107200,2,living
1456,NORRÅKER,116000,5,living
1457,GAMLEBY,236000,5,living
1458,INGATORP / INGOLF,2092000,2,living
1459,NORSBORG,1392000,4,living
146,VALLENTUNA,6236800,2,dormitorio
1460,HENRIKSDAL,316000,1,living
1461,EKEDALEN / EKEDALEN,1312000,4,living
1462,HENRIKSDAL,56000,1,living
1463,EKEDALEN,276000,1,living
1464,GLENN,356000,2,living
1465,TINGBY / LEIFARNE,1732000,1,living
1466,LISABO / RÖNNINGE,1660000,3,living
1467,FÄRLÖV,956800,4,living
1468,TORSBY / LEIFARNE,1340000,4,living
1469,NORRÅKER / NORRÅKER,1108000,1,living
147,LYCKSELE MURBO,1156000,2,dormitorio
1470,MÖRBYLÅNGA / TOSSBERG,4372000,1,living
1471,EKEDALEN / TOBIAS,2452000,3,living
1472,NORRÅKER / NORRARYD,1012800,2,living
1473,LANEBERG / KARLJAN,956000,1,living
1474,BERNHARD,596000,5,living
1475,VEDBO,476000,4,living
1476,GRÖNLID,956000,1,living
1477,MÖRBYLÅNGA / BERNHARD,4220000,2,living
1478,INGATORP / INGOLF,2412000,4,living
1479,DELAKTIG,2160000,5,living
148,DELAKTIG,2076000,3,dormitorio
1480,HATTEFJÄLL,120000,5,living
1481,KIVIK,2080000,2,living
1482,BRORINGE,76000,4,living
1483,GRUVBYN,436000,3,living
1484,MÖRBYLÅNGA / LEIFARNE,2932000,3,living
1485,SVENBERTIL,220000,5,living
1486,INGATORP / INGATORP,2180000,4,living
1487,MÖRBYLÅNGA / LEIFARNE,2460000,5,living
1488,VANGSTA / TEODORES,676000,3,living
1489,BERNHARD,596000,3,living
149,PLATSA,1413600,3,dormitorio
1490,MÖRBYLÅNGA / BERNHARD,5572000,3,living
1491,SVENBERTIL,80000,1,living
1492,NORRÅKER / RÖNNINGE,868000,4,living
1493,NORDVIKEN / NORDVIKEN,1916000,4,living
1494,BLÅMES,300000,3,living
1495,MÖRBYLÅNGA / BERNHARD,4220000,5,living
1496,TINGBY / LEIFARNE,1732000,1,living
1497,INGATORP / INGOLF,2180000,3,living
1498,EKEDALEN / HENRIKSDAL,1580000,5,living
1499,EKEDALEN / BERNHARD,4372000,3,living
15,TOMMARYD,556000,2,living
150,MARKERAD,213600,3,dormitorio
1500,EKEDALEN / HENRIKSDAL,2212000,5,living
1501,TOBIAS,276000,1,living
1502,NORRÅKER / RÖNNINGE,1580800,1,living
1503,VOLFGANG,140000,3,living
1504,NORDVIKEN / NORDVIKEN,2676000,5,living
1505,JANINGE,180000,4,living
1506,VÄSTANBY/VÄSTANÅ / BERNHARD,3436000,3,living
1507,MÖRBYLÅNGA / BERNHARD,4220000,3,living
1508,GRUVBYN,436000,5,living
1509,VOLFGANG,300000,3,living
151,LYCKSELE LÖVÅS,396000,2,dormitorio
1510,LANEBERG / KARLJAN,956000,2,living
1511,MELLTORP / ADDE,287200,2,living
1512,EKEDALEN / EKEDALEN,1876000,4,living
1513,VANGSTA / TEODORES,740000,4,living
1514,URBAN,180000,5,living
1515,NORRARYD,316000,1,living
1516,INGATORP / INGOLF,2412000,4,living
1517,VOLFGANG,300000,1,living
1518,LANGUR,276000,3,living
1519,JANINGE,476000,1,living
152,UTÅKER,1028000,5,dormitorio
1520,NORRÅKER / NORRARYD,1308800,3,living
1521,MELLTORP / JANINGE,879200,2,living
1522,JANINGE,180000,2,living
1523,BERNHARD,596000,5,living
1524,LANGUR,188000,5,living
1525,NORRNÄS,260000,4,living
1526,NORRÅKER / NORRARYD,732000,2,living
1527,INGOLF,220000,5,living
1528,MELLTORP / TEODORES,199200,3,living
1529,YNGVAR,319200,4,living
153,SUNDVIK,679200,5,dormitorio
1530,YPPERLIG,156000,4,living
1531,BERNHARD,596000,5,living
1532,FJÄLLBERGET,796000,2,living
1533,EKEDALEN / HENRIKSDAL,2212000,4,living
1534,NORRÅKER / NORRÅKER,1012800,5,living
1535,EKEDALEN / EKEDALEN,1740800,1,living
1536,MÄSTERBY,116000,1,living
1537,INGATORP / INGOLF,2180000,4,living
1538,EKEDALEN / ODGER,1580000,3,living
1539,NORRÅKER / RÖNNINGE,868000,5,living
154,PLATSA,2324000,5,dormitorio
1540,BALSBERGET,168000,5,living
1541,LANEBERG / KARLJAN,956000,1,living
1542,ERNFRID,116000,4,living
1543,INGATORP / INGATORP,2180000,2,living
1544,HENRIKSDAL,476000,2,living
1545,INGATORP / INGATORP,2580000,2,living
1546,VÄSTANBY/VÄSTANÅ / BERNHARD,3436000,3,living
1547,SLÄHULT/DALSHULT / LEIFARNE,1580000,2,living
1548,INGATORP / SAKARIAS,3220000,1,living
1549,NORRÅKER / NORRARYD,732000,3,living
155,BRYNILEN,24000,4,dormitorio
1550,NORRÅKER / NORRÅKER,1012800,4,living
1551,POÄNG,796000,4,living
1552,MÖRBYLÅNGA / VOLFGANG,3796000,4,living
1553,EKEDALEN / EKEDALEN,996000,3,living
1554,MÖRBYLÅNGA / ODGER,3412000,3,living
1555,NORRÅKER / NORRARYD,1308800,4,living
1556,NORDVIKEN / NORDVIKEN,2676000,4,living
1557,RÅSKOG,140000,3,living
1558,HENRIKSDAL,348000,3,living
1559,GRÖNLID,1760000,5,living
156,FYRESDAL,911200,2,dormitorio
1560,LISABO / RÖNNINGE,1660000,2,living
1561,NORDVIKEN / HENRIKSDAL,2140000,2,living
1562,NORDVIKEN / LEIFARNE,1820000,1,living
1563,VEDBO / VEDBO,4692000,4,living
1564,LISABO / JANINGE,1276000,5,living
1565,EKEDALEN / LEIFARNE,1260000,3,living
1566,EKEDALEN / ODGER,2212000,3,living
1567,EKEDALEN / HENRIKSDAL,2212000,4,living
1568,LISABO / SVENBERTIL,1180000,1,living
1569,TINGBY / NILSOVE,2060000,1,living
157,VALLENTUNA,928000,4,dormitorio
1570,NORDVIKEN / LEIFARNE,2532000,3,living
1571,DIETMAR,140000,2,living
1572,MÖCKELBY / NORRARYD,3244000,5,living
1573,MÖCKELBY / HENRIKSDAL,3412000,3,living
1574,MÖRBYLÅNGA / ODGER,3412000,1,living
1575,NORDVIKEN / NORDVIKEN,1916000,3,living
1576,POÄNG,796000,3,living
1577,VÄSTANBY/VÄSTANÅ / LEIFARNE,1676000,3,living
1578,RYDEBÄCK/BACKARYD / JANINGE,1116000,4,living
1579,EKEDALEN / ODGER,919200,4,living
158,DELAKTIG,1120000,5,dormitorio
1580,EKEDALEN / HENRIKSDAL,3652000,4,living
1581,EKEDALEN / ODGER,1580000,3,living
1582,EKEDALEN / ODGER,1580000,3,living
1583,MÖRBYLÅNGA / VOLFGANG,3036000,5,living
1584,MÖCKELBY / HENRIKSDAL,3412000,3,living
1585,EKEDALEN / EKEDALEN,1740800,3,living
1586,NORDVIKEN / NORRARYD,2028000,2,living
1587,DIETMAR,140000,3,living
1588,EKEDALEN / ODGER,2212000,4,living
1589,MÖCKELBY / ODGER,3412000,1,living
159,BRIMNES,176000,3,dormitorio
1590,INGATORP / INGATORP,2580000,5,living
1591,MÖRBYLÅNGA / VOLFGANG,3036000,4,living
1592,EKEDALEN / BERNHARD,3020000,3,living
1593,NORRÅKER / RÖNNINGE,1580800,2,living
1594,NORDVIKEN / LEIFARNE,2532000,4,living
1595,FANBYN,100000,3,living
1596,NORDVIKEN / RÖNNINGE,2300000,4,living
1597,NORDVIKEN / NORRARYD,2028000,5,living
1598,EKEDALEN / BERNHARD,4372000,1,living
1599,MÖRBYLÅNGA / ODGER,2780000,1,living
16,HENRIKSDAL,316000,2,living
160,SLÄKT,416000,1,dormitorio
1600,LANEBERG / SVENBERTIL,1180000,5,living
1601,NORDVIKEN / LEIFARNE,1820000,3,living
1602,JONAXEL,108000,2,dormitorio
1603,BRYGGJA,1036000,1,dormitorio
1604,HELMER,140000,3,dormitorio
1605,PLATSA,354400,2,dormitorio
1606,LENNART,39200,4,dormitorio
1607,MALM,444000,3,dormitorio
1608,RAST,111200,5,dormitorio
1609,SONGESAND,556000,4,dormitorio
161,SUFFLETT,68000,1,dormitorio
1610,MALM,236000,2,dormitorio
1611,KOPPANG,316000,2,dormitorio
1612,HEMNES,876000,2,dormitorio
1613,MALM,132000,1,dormitorio
1614,KULLEN,71200,3,dormitorio
1615,MALM,396000,3,dormitorio
1616,BRIMNES,260000,5,dormitorio
1617,ASKVOLL,196000,4,dormitorio
1618,ALEX,440000,3,dormitorio
1619,NIKKEBY,276000,1,dormitorio
162,KURA,140000,5,dormitorio
1620,BRIMNES,356000,1,dormitorio
1621,KULLEN,159200,2,dormitorio
1622,LOTE,92000,4,dormitorio
1623,HEMNES,516000,5,dormitorio
1624,MALM,340000,3,dormitorio
1625,KULLEN,239200,1,dormitorio
1626,HEMNES,300000,3,dormitorio
1627,MALM,396000,5,dormitorio
1628,ASKVOLL,276000,4,dormitorio
1629,JONAXEL,144000,1,dormitorio
163,LÖVA,44000,1,dormitorio
1630,JONAXEL,108000,1,dormitorio
1631,ALEX,276000,4,dormitorio
1632,HEMNES,716000,5,dormitorio
1633,NIKKEBY,236000,3,dormitorio
1634,ASKVOLL,140000,4,dormitorio
1635,TYSSEDAL,756000,3,dormitorio
1636,NORDMELA,572800,5,dormitorio
1637,ROTHULT,76000,3,dormitorio
1638,TYSSEDAL,836000,1,dormitorio
1639,BJÖRKSNÄS,1036000,3,dormitorio
164,HEMNES,1668000,3,dormitorio
1640,MALM,92000,3,dormitorio
1641,SONGESAND,396000,5,dormitorio
1642,VISTHUS,676000,2,dormitorio
1643,KLIMPEN,160000,3,dormitorio
1644,MICKE,196000,5,dormitorio
1645,JONAXEL,92000,5,dormitorio
1646,JONAXEL,136000,3,dormitorio
1647,NORDMELA,508800,1,dormitorio
1648,TRYSIL,356000,5,dormitorio
1649,NORDLI,1040000,5,dormitorio
165,FLEKKE,1196000,2,dormitorio
1650,HEMNES,56000,4,dormitorio
1651,SUMMERA,39200,1,dormitorio
1652,VISTHUS,417200,5,dormitorio
1653,PLATSA,364800,4,dormitorio
1654,NORDLI,1488000,5,dormitorio
1655,BUSUNGE,316000,2,dormitorio
1656,SONGESAND,516000,2,dormitorio
1657,BEKANT,675200,1,dormitorio
1658,STUVA / FRITIDS,436000,4,dormitorio
1659,GODISHUS,236000,2,dormitorio
166,MARKERAD,873600,2,dormitorio
1660,NORDLI,736000,4,dormitorio
1661,PLATSA,399200,3,dormitorio
1662,IDÅSEN,552000,1,dormitorio
1663,PLATSA,284800,1,dormitorio
1664,MICKE,196000,2,dormitorio
1665,JONAXEL,120000,4,dormitorio
1666,NORDLI,720000,5,dormitorio
1667,ALEX,436000,4,dormitorio
1668,JONAXEL,160000,3,dormitorio
1669,STUVA / FRITIDS,584000,5,dormitorio
167,PLATSA,1730800,4,dormitorio
1670,NORDLI,368000,4,dormitorio
1671,NORDLI,192000,3,dormitorio
1672,JONAXEL,128000,3,dormitorio
1673,BUSUNGE,316000,5,dormitorio
1674,TYSSEDAL,756000,5,dormitorio
1675,NORDLI,1504000,5,dormitorio
1676,STUVA / FRITIDS,332000,5,dormitorio
1677,SONGESAND,476000,2,dormitorio
1678,NORDLI,736000,1,dormitorio
1679,NORDLI,400000,4,dormitorio
168,KURA,119200,3,dormitorio
1680,NORDLI,736000,4,dormitorio
1681,NORDLI,304000,4,dormitorio
1682,NORDLI,256000,2,dormitorio
1683,PLATSA,318400,2,dormitorio
1684,ERIK,316000,3,dormitorio
1685,JONAXEL,156000,5,dormitorio
1686,JONAXEL,184000,4,dormitorio
1687,NORDLI,784000,5,dormitorio
1688,NORDLI,1232000,5,dormitorio
1689,NORDLI,768000,2,dormitorio
169,STUVA / FÖLJA,1532000,2,dormitorio
1690,NORDLI,496000,4,dormitorio
1691,NORDLI,976000,2,dormitorio
1692,GALANT,660000,1,dormitorio
